pc1,pc2,ood_source
0.14918298,1.0246292,svhn
1.6407716,-0.02125936,svhn
0.3026505,-0.18713465,svhn
-0.6416428,-0.044901345,svhn
-1.5403337,-2.3794007,svhn
-0.59982574,1.8552604,svhn
-1.0904295,-1.902996,svhn
-0.3530963,1.192079,svhn
0.33648986,-0.2884558,svhn
2.0458176,1.0694836,svhn
2.3728883,-0.05506069,svhn
-1.5040975,-0.26853237,svhn
-0.80424976,0.25367525,svhn
-0.088062465,-1.9883256,svhn
-0.28759706,-1.2302542,svhn
-0.5558444,0.9585774,svhn
0.9859167,0.9380399,svhn
1.0018141,-0.8721247,svhn
0.083470285,-0.09292303,svhn
-1.0400465,1.183083,svhn
-0.5121003,2.2083836,svhn
-0.03319794,-1.6474439,svhn
-1.0769695,1.031864,svhn
-0.25506288,1.9005566,svhn
-0.69028145,0.52115047,svhn
-2.3966205,-0.98137426,svhn
0.9745304,0.82108104,svhn
0.95360106,-0.68137956,svhn
-1.5809,-0.5848127,svhn
-0.31366432,0.099963576,svhn
-0.876091,-1.2880439,svhn
-1.3803964,-1.1029202,svhn
0.0569852,0.0043568276,svhn
0.9471794,-2.4377837,svhn
-0.0155463815,0.29732573,svhn
-1.3542149,-0.08082098,svhn
-1.8933516,-1.0454007,svhn
0.25515682,0.05630372,svhn
0.8565245,-0.41295844,svhn
2.3149817,-0.8720551,svhn
-0.063191116,0.46753493,svhn
-0.25602663,0.73193026,svhn
0.054831445,-0.46747145,svhn
-0.39049608,-0.37300614,svhn
-0.61196816,-2.4472954,svhn
-1.3846049,-1.4535143,svhn
-0.16598576,0.25333413,svhn
-0.4989276,-0.12113926,svhn
-1.9026241,-1.4512651,svhn
0.04706621,0.89670134,svhn
0.277206,1.8705125,svhn
0.46973568,-2.901251,svhn
-2.3883026,-0.8980929,svhn
0.52196425,-2.4038074,svhn
0.58509475,-0.111857474,svhn
0.4829647,-0.5634746,svhn
-0.2119034,-1.7275182,svhn
-1.3051074,0.685248,svhn
-0.68001413,-1.7291594,svhn
-0.071498275,-1.0753982,svhn
-0.4413018,0.41977915,svhn
0.93056196,0.5995866,svhn
-2.2209368,-1.3653423,svhn
-0.91281205,-0.4648799,svhn
0.86094075,1.4746726,svhn
-0.39824998,1.3569977,svhn
-0.19818228,1.536717,svhn
-1.2682288,-0.14797786,svhn
1.5690308,-1.1823628,svhn
0.3875311,-0.0755164,svhn
0.47285765,-0.2727455,svhn
0.7911257,-0.9923303,svhn
-0.0044973493,1.7881602,svhn
1.8509116,0.0832099,svhn
-1.1627073,1.3567656,svhn
1.0065691,-1.2350483,svhn
0.23639685,-1.9108247,svhn
0.71781784,-1.4044876,svhn
0.10859567,0.5802238,svhn
-1.0699803,-2.8620484,svhn
-0.2194696,-0.4993491,svhn
-0.31119603,1.4646549,svhn
-1.1565636,0.82899535,svhn
-0.7283083,0.022578564,svhn
-0.93242335,-0.186657,svhn
-0.57397306,0.023729589,svhn
-0.4156602,-0.89553446,svhn
0.92604905,1.0734913,svhn
-0.33000427,-1.9596436,svhn
1.4210157,0.4141982,svhn
-1.6103678,-1.3768373,svhn
-0.6511991,1.353601,svhn
0.1784069,-0.10784277,svhn
-0.052776933,1.2823668,svhn
-1.4302155,0.84879386,svhn
-0.79191226,2.0000963,svhn
-1.6505175,-1.5598754,svhn
0.24689358,-1.1473039,svhn
-1.8884637,-2.8315632,svhn
-0.08466178,0.6355622,svhn
-0.1453495,0.809222,svhn
0.21423918,-0.82357204,svhn
-0.5163407,-0.4923757,svhn
-0.74900174,-0.4992911,svhn
0.77694625,-1.699384,svhn
-0.27748358,0.50959015,svhn
-0.82509,-1.8889017,svhn
1.9251301,-0.98870134,svhn
1.4702787,0.7049245,svhn
0.54487497,-1.3062948,svhn
1.9412878,0.7919998,svhn
-1.6313685,-1.88603,svhn
-1.5007751,-0.5358621,svhn
-1.5340319,0.33597335,svhn
0.883264,-0.56050515,svhn
1.0744121,-0.017306808,svhn
1.6903386,1.4891834,svhn
0.4589607,0.119552106,svhn
1.1583574,-0.18020843,svhn
-1.1603725,-0.9487592,svhn
-0.81421757,-1.4037164,svhn
1.3934872,-1.5811543,svhn
0.010040462,1.0483015,svhn
-0.9463025,-0.2776177,svhn
0.70849985,-0.5858169,svhn
1.7178848,-0.5174127,svhn
-1.3992978,-1.5595999,svhn
1.2247057,0.04503953,svhn
-0.65544295,1.2263271,svhn
1.4964647,-2.1680238,svhn
2.1820688,0.71330595,svhn
-0.60403043,-0.018898774,svhn
-0.40839887,0.85786957,svhn
-1.180325,-0.15818259,svhn
-1.0996083,-1.2061716,svhn
-1.5583327,0.102435455,svhn
-1.3464857,-0.9728656,svhn
0.8519365,-1.7205371,svhn
-0.14728206,-1.3747593,svhn
1.127635,0.5237617,svhn
-0.9831369,0.6083371,svhn
0.9701778,-2.0737264,svhn
0.13479704,-2.8041997,svhn
-0.16392696,-2.107734,svhn
1.0225158,-1.9503536,svhn
-0.37370545,-0.9354501,svhn
-0.13095182,1.9914453,svhn
-0.9382162,-2.1170256,svhn
1.0455244,1.7600378,svhn
0.9481568,-0.289841,svhn
-3.738186,-1.005517,svhn
-1.2127117,2.1045456,svhn
0.71357673,1.1778681,svhn
-0.9694909,1.4583129,svhn
-0.659666,2.831967,svhn
0.22175163,0.94300854,svhn
-0.33405823,1.8047346,svhn
-0.118148625,-1.3097178,svhn
-1.7655647,-0.323678,svhn
-0.10964835,-0.5187963,svhn
-0.29794747,0.3426533,svhn
-0.9302555,1.4668,svhn
-1.3037499,0.08855003,svhn
-0.14612567,0.7100876,svhn
0.43784827,-1.2747068,svhn
-0.29570234,-1.36567,svhn
-1.1884875,-0.15669882,svhn
-1.5494153,0.43872443,svhn
-1.4167191,0.5287716,svhn
-0.6489694,-1.104317,svhn
0.85168344,-1.2933164,svhn
-1.0389519,0.45807943,svhn
-0.1720947,0.032165404,svhn
1.5124035,1.0432723,svhn
-0.48116714,0.6441584,svhn
-0.5191133,1.9283893,svhn
1.3445394,-0.6941713,svhn
0.49202877,-0.8111299,svhn
0.3401658,0.4850144,svhn
-1.4896386,-0.2758241,svhn
0.70438236,-0.62712663,svhn
-1.2022909,1.025056,svhn
0.548237,-1.1723933,svhn
0.7885508,-1.6424663,svhn
-0.45352638,-0.68184316,svhn
-1.0810026,-0.7525374,svhn
0.5824544,0.29358622,svhn
-0.7794024,-0.1280888,svhn
-1.211658,-0.7499927,svhn
-0.04458362,-1.9185859,svhn
-0.55722094,0.5144302,svhn
-0.06528628,-0.21086779,svhn
0.22135347,-0.10825667,svhn
0.4052381,0.27706024,svhn
1.6811411,-0.53629106,svhn
-0.18926519,0.39385512,svhn
-0.044371903,1.9965612,svhn
-0.5754877,0.5559283,svhn
-0.6068124,0.71733963,svhn
-0.89123845,-0.5285263,svhn
-0.57773066,1.0589571,svhn
-0.23365796,1.9763573,svhn
-0.6978395,1.1148018,svhn
0.47341138,1.619456,svhn
-1.5168315,2.081215,svhn
-0.7305502,-1.89937,svhn
0.30419987,0.008808728,svhn
0.56298286,-1.958502,svhn
-1.2426677,-1.5819687,svhn
-0.43011755,-0.06597838,svhn
-0.5954071,-1.9089408,svhn
1.0779428,-0.030512843,svhn
-1.2978421,-1.4191504,svhn
-0.698257,1.629366,svhn
-1.1994373,-1.0192906,svhn
-1.0939049,0.13816062,svhn
1.3178401,0.06963062,svhn
0.38335901,-1.0660652,svhn
-1.2132635,1.1338626,svhn
-0.00627774,-1.6486019,svhn
-2.1621356,-0.9777559,svhn
-0.22433561,3.0617723,svhn
0.018456757,-0.39830944,svhn
-0.754287,-1.7671156,svhn
0.3965736,-0.7758821,svhn
-0.3624382,-0.8206604,svhn
1.0007486,2.358994,svhn
0.080365956,-1.0096898,svhn
-0.3707795,1.4919703,svhn
0.03042072,0.48946097,svhn
-2.5046122,-2.6531265,svhn
-0.5530386,-2.024051,svhn
-0.64509815,-0.9871646,svhn
-0.40923077,-0.2837605,svhn
-0.23388684,-1.1888057,svhn
-1.8610713,-0.3059343,svhn
-0.65252566,0.7411087,svhn
-0.68745404,1.1793698,svhn
0.6038434,-0.90211225,svhn
-0.8893733,-0.37850127,svhn
-0.7751556,0.4655549,svhn
0.09587318,0.20228252,svhn
-0.5115762,0.86774576,svhn
-2.4744961,-1.3394159,svhn
0.4953646,0.89193094,svhn
1.8556945,-0.1118183,svhn
-0.007942736,-0.83843744,svhn
-0.40928358,-0.89918137,svhn
-0.2244041,0.76890117,svhn
-1.0034784,-0.7237421,svhn
-0.5596237,-0.85706764,svhn
0.04385495,0.8642592,svhn
1.3409503,-1.7883098,svhn
-0.88972735,-0.47759816,svhn
-0.48944366,2.1104033,svhn
2.1152651,0.20639884,svhn
0.1461224,-0.9552204,svhn
1.8186576,0.63038206,svhn
0.09569806,0.2786415,svhn
-0.6246113,-0.11554572,svhn
-0.75152344,1.0294471,svhn
-0.19939965,-1.778364,svhn
1.0442455,-0.9711803,svhn
1.1225798,0.92910117,svhn
-1.108296,-0.8296554,svhn
-1.0832715,-0.23689744,svhn
2.950168,-0.9505131,svhn
-1.0543126,-0.020744357,svhn
0.9225398,-0.36815584,svhn
-1.1594069,2.446131,svhn
-0.6868305,0.7921788,svhn
-0.43962753,0.62025255,svhn
-0.3412612,-0.033201966,svhn
-0.08944386,-0.48763284,svhn
-1.503279,0.13841975,svhn
-0.05353433,0.5685128,svhn
-1.4968526,-1.2155753,svhn
0.77742404,-0.81546044,svhn
-0.68811727,-0.28820267,svhn
-0.09296352,-0.5476725,svhn
1.277236,-1.3679028,svhn
-1.0148551,0.72527826,svhn
0.40718907,-0.40895882,svhn
-2.1681185,-0.6342406,svhn
-0.88305616,0.09920624,svhn
0.2153117,-0.2811972,svhn
-0.86928195,0.1826078,svhn
-0.09104055,-1.8613753,svhn
0.47853225,-0.18144439,svhn
-0.06578642,0.41784412,svhn
-1.0838395,1.7480129,svhn
-0.7809768,0.8851277,svhn
-0.6175058,0.40960097,svhn
-0.711701,1.4545999,svhn
-0.07941854,0.52687335,svhn
-0.609837,0.73714304,svhn
1.4933047,1.1926658,svhn
-0.5756967,-0.4502237,svhn
0.6077809,-0.109802514,svhn
2.203039,0.67212754,svhn
-0.5433332,-1.0795568,svhn
-0.5114093,-0.18276772,svhn
1.7359102,-0.12596998,svhn
-0.59691656,-1.6918824,svhn
-0.5469941,-0.55218816,svhn
1.4835715,-0.5644401,svhn
1.5612218,-1.0522921,svhn
-1.4028187,-0.34950528,svhn
0.55626374,0.04752898,svhn
-0.27057844,0.4090946,svhn
1.478549,-1.2794302,svhn
0.28007513,-0.3144836,svhn
-0.73530316,-0.022378836,svhn
-0.23440498,0.17413962,svhn
-1.2364787,1.123051,svhn
0.93700796,-1.1271994,svhn
0.9159766,-0.2520273,svhn
-0.118757546,0.1800001,svhn
0.5448813,-1.3241603,svhn
-1.5708094,-2.7691762,svhn
0.91909117,1.7768502,svhn
-0.9653565,-0.6725888,svhn
-0.2531519,-1.6229427,svhn
0.10438317,-1.0056101,svhn
0.38923913,-0.15174031,svhn
-1.2259799,-2.3155415,svhn
0.27950948,1.4542437,svhn
-0.2953766,-1.8629379,svhn
-0.38704878,0.41080445,svhn
-0.8252972,-0.5872139,svhn
0.82193583,-2.3416023,svhn
1.8837779,0.9693712,svhn
-0.73074615,1.1170318,svhn
-0.6033975,1.5925668,svhn
0.10829359,-1.5397599,svhn
0.028817952,0.26715606,svhn
-0.07017082,-2.1210735,svhn
-1.2489202,-0.38941708,svhn
-0.053626955,1.502648,svhn
0.41102213,-2.5654504,svhn
-0.53853726,1.5057888,svhn
-0.5040983,0.048187908,svhn
0.57990164,0.71548384,svhn
2.2365584,1.2840173,svhn
-1.2284063,-1.5866784,svhn
-0.270339,-0.018436763,svhn
-0.78746736,-1.1181108,svhn
-0.21095008,1.1116487,svhn
-0.9123483,0.7090335,svhn
-0.8177188,0.19335732,svhn
0.73975414,-1.2867453,svhn
-0.54045093,0.23597541,svhn
0.10719496,-3.8605142,svhn
0.8160061,-1.8345256,svhn
0.882441,0.75329846,svhn
-0.9319235,-0.5320392,svhn
1.2266681,0.4415003,svhn
-0.6914303,0.12977816,svhn
-1.2546021,-1.2543037,svhn
-1.1216648,0.36590677,svhn
-0.56898063,-0.5605979,svhn
-1.1089828,-1.6816915,svhn
-0.5773043,-1.2923924,svhn
0.29334277,-0.47225103,svhn
-0.89613557,-1.5221469,svhn
-0.09084207,0.6036508,svhn
0.6128798,0.5261572,svhn
-0.51251084,-0.67721605,svhn
-0.61371183,-0.49022737,svhn
-0.6835241,0.2713779,svhn
-0.2234608,1.3512607,svhn
0.4223861,-1.279754,svhn
-0.2629022,-1.2332155,svhn
-1.2007568,-2.0407157,svhn
-0.66631824,-0.92272663,svhn
-1.1440755,-0.23241219,svhn
-0.78392506,-1.2001874,svhn
-0.0143978,1.0513526,svhn
-0.22222894,-0.6722509,svhn
-0.4976638,-1.2059762,svhn
-0.31976908,1.7526262,svhn
-0.6382057,-1.521574,svhn
-1.4797194,-0.4893203,svhn
0.9461059,0.4173276,svhn
0.8904938,-0.035180006,svhn
-1.8382041,-1.3988621,svhn
-1.8460329,-0.43281192,svhn
-0.14815307,-0.1014314,svhn
-0.4398437,-0.33856234,svhn
0.6919964,0.34537816,svhn
-0.624168,-0.8889214,svhn
-0.5035789,-0.3743792,svhn
-1.9769065,0.44302633,svhn
-0.63940537,2.1640716,svhn
-0.5598495,-2.1102931,svhn
-0.10551852,0.70956093,svhn
-0.45079124,1.2667949,svhn
-0.2960956,1.4986796,svhn
-0.24943233,0.08983183,svhn
-0.25648522,-0.6795029,svhn
0.41938394,-0.106787235,svhn
0.023403347,-1.4480071,svhn
-0.39235073,1.6907243,svhn
0.06783098,0.7443982,svhn
-1.0760905,1.7818757,svhn
-0.88484675,-0.17686746,svhn
-0.51391095,0.5180798,svhn
-0.5960926,0.40953124,svhn
-1.6859226,1.0558218,svhn
2.526024,-1.4085042,svhn
0.6569144,1.1371074,svhn
-1.971129,1.3021532,svhn
-0.16593355,1.5925562,svhn
-0.40159184,-0.12585875,svhn
-1.7448748,0.03180298,svhn
0.07331675,0.27243802,svhn
0.04611367,-0.7613422,svhn
-0.9029002,0.11083546,svhn
-0.76917744,-0.2403616,svhn
0.1403752,0.29248193,svhn
-0.72603893,0.71001226,svhn
0.5621787,-2.882021,svhn
0.12475389,1.2223961,svhn
-1.3969481,0.012087878,svhn
2.3294733,-0.17651916,svhn
0.6410391,-0.81304985,svhn
-0.5786208,-1.0910008,svhn
-1.0979475,1.2920377,svhn
-1.5736983,-0.06867227,svhn
-0.17870635,0.3344737,svhn
0.28988189,0.18239197,svhn
-1.5248795,0.37642148,svhn
-0.16935575,-1.504204,svhn
-0.7572905,-1.451652,svhn
-0.07880825,-2.861314,svhn
-0.68779457,-0.2951036,svhn
-1.0670514,-1.2826529,svhn
0.25263757,-0.713272,svhn
0.53357,1.8040109,svhn
0.17281741,1.2977741,svhn
-1.6380615,-1.1061367,svhn
1.0116997,-3.0400434,svhn
1.1177094,0.4791036,svhn
-0.43311822,-0.199599,svhn
-0.5176072,0.9418053,svhn
0.5153337,-1.4982648,svhn
-0.03409362,1.1608136,svhn
1.3738372,-1.7539264,svhn
0.23606318,0.62268174,svhn
-0.061394513,0.35487285,svhn
0.016583443,1.2416897,svhn
-0.23063278,-1.8304994,svhn
1.7411044,1.3306638,svhn
-0.07305294,0.78958386,svhn
0.5895898,0.9257624,svhn
-0.9014896,0.2298992,svhn
0.62556916,1.181382,svhn
1.1984367,1.8045816,svhn
-0.3214805,0.765084,svhn
-1.436688,-0.12222418,svhn
-1.9072983,-0.81348306,svhn
-1.7461438,-2.955582,svhn
0.71683663,0.17928585,svhn
-0.2720973,1.1212733,svhn
0.5507768,-0.44495454,svhn
-0.7934607,-0.27331644,svhn
-0.8714686,-0.85591006,svhn
-0.58692896,1.204694,svhn
-1.0228034,0.11176872,svhn
-0.8683299,-2.1702273,svhn
0.10297853,0.37270877,svhn
-0.7149156,0.3534439,svhn
0.8412644,-1.9717016,svhn
-1.1758313,0.30402455,svhn
0.25349885,1.2018895,svhn
-0.7213702,-0.40502658,svhn
-0.3073092,-1.1789384,svhn
0.6511442,-1.3050456,svhn
-1.1151624,-1.4407346,svhn
0.0077355504,0.29030117,svhn
-0.9639853,-0.061365757,svhn
-0.4849397,1.4475826,svhn
1.7541192,-0.20676804,svhn
-0.07930899,0.9934603,svhn
0.7786395,-1.3106039,svhn
-0.76058376,-0.11815366,svhn
-0.18261111,2.257682,svhn
-1.0345429,0.5093208,svhn
1.1968892,-2.3027864,svhn
1.6331713,-0.2774438,svhn
1.7583644,-0.4969261,svhn
-0.8225534,0.5655596,svhn
-0.5078374,0.7199822,svhn
1.1364415,-0.95013016,svhn
-1.2589324,-2.2247393,svhn
-0.05560422,0.30709746,svhn
0.660582,1.9640092,svhn
0.94758314,-0.71184146,svhn
1.8916152,-0.9751556,svhn
-1.1571337,-1.436841,svhn
-0.06573993,-1.3915442,svhn
-0.7199092,-0.75316274,svhn
0.37650114,0.87029815,svhn
-1.0601691,-0.7145153,svhn
-2.2456133,-0.26432985,svhn
-0.65748805,-0.8880403,svhn
-0.7214339,-0.78612864,svhn
-0.41725075,-0.18029839,svhn
-0.6217402,-1.4599617,svhn
-1.0943416,-0.55160606,svhn
-0.48054472,-1.9094479,svhn
1.00189,-0.03959957,svhn
-0.4932333,-3.5000565,svhn
-0.012934744,-0.48627558,svhn
-1.1393993,1.213897,svhn
-1.2001075,-1.0064135,svhn
-0.63237625,-0.55376667,svhn
0.094984114,-1.0842746,svhn
0.26694041,0.48634964,svhn
-1.3462152,0.6147688,svhn
-0.9952075,0.39516807,svhn
0.51199013,-2.1818678,svhn
-0.8501273,-0.023111995,svhn
-0.4592796,1.9221668,svhn
0.63661593,0.7732824,svhn
-0.034283698,-0.9815649,svhn
-1.6914514,0.21237245,svhn
-0.61225283,0.7302059,svhn
0.102550924,0.10923976,svhn
0.014070928,-0.036602784,svhn
-0.17037648,0.41393092,svhn
-0.17739111,-1.2179765,svhn
-0.55578697,-1.9172802,svhn
-0.43315536,-0.5471792,svhn
0.10620898,0.105766624,svhn
0.7716294,-1.4162596,svhn
2.3694687,-0.44748542,svhn
-1.2549069,-0.34598064,svhn
-0.13740021,1.895725,svhn
0.6979746,-0.9203359,svhn
-0.6601037,-1.5402725,svhn
-2.1388702,-0.96159816,svhn
-1.0787973,0.38374943,svhn
-1.2530333,-1.1152819,svhn
-0.74799025,0.1199362,svhn
0.06606358,-0.6721888,svhn
-1.2631929,-1.750576,svhn
-0.39067167,1.3545644,svhn
-0.24727768,-0.5772388,svhn
-1.0149676,-0.97534347,svhn
-0.5277743,1.2481556,svhn
-1.0330868,-0.260554,svhn
0.054409087,-1.6353202,svhn
-0.31782413,-1.6187984,svhn
0.6798336,0.23451576,svhn
0.4449758,-0.4909397,svhn
-0.08776069,-1.2372055,svhn
-0.6983664,-2.446522,svhn
0.35961562,-0.87697923,svhn
-1.1896825,-2.4397535,svhn
1.5740085,-1.1831923,svhn
-0.020494342,0.96527314,svhn
2.4511783,0.97805107,svhn
0.5157463,0.24098021,svhn
0.68666106,1.2242408,svhn
-0.09671879,2.298019,svhn
-2.3234408,-0.27908528,svhn
-1.7742879,-1.3899367,svhn
-1.5730646,-0.651926,svhn
-0.6403722,2.116118,svhn
-1.308018,-1.9431944,svhn
-0.88365215,0.43072504,svhn
-0.7475415,0.2328774,svhn
-0.7514228,1.2072306,svhn
1.1335225,-1.954456,svhn
1.1801071,-0.34269437,svhn
-0.8056447,0.55854833,svhn
-0.6874532,-0.976516,svhn
1.4082148,0.32071224,svhn
-1.154367,-0.7182173,svhn
-0.559131,-0.8594359,svhn
-0.95549536,-0.9361398,svhn
-1.4739343,0.5672858,svhn
-0.8127738,1.2075293,svhn
0.24815506,0.6287944,svhn
0.5073475,-1.0081812,svhn
-0.3925609,0.05345365,svhn
-0.76573116,-0.46707615,svhn
-1.4167209,-0.3904839,svhn
0.45268458,1.9477191,svhn
0.46481782,-0.03873316,svhn
1.7771976,0.21793747,svhn
-0.9133601,-0.5358091,svhn
0.095482886,-0.5763316,svhn
-0.07867974,-1.3301831,svhn
0.34149176,0.070947856,svhn
-0.3623554,-0.63573307,svhn
-0.42205387,-0.7342193,svhn
-0.0337528,-0.5730632,svhn
-1.3520927,-1.5042889,svhn
-0.2153421,-0.6746497,svhn
0.93186086,-0.7410441,svhn
-0.8842431,-1.3955276,svhn
1.1162941,-1.1818072,svhn
-0.25859302,1.8771356,svhn
0.36548394,-0.61460394,svhn
-2.04756,0.044909503,svhn
-1.6937945,3.247112,svhn
0.081447065,0.4584988,svhn
-0.82781875,0.85403776,svhn
-1.772582,-0.83976984,svhn
-1.8951998,0.53756773,svhn
-1.1071576,-1.4359968,svhn
-0.71214104,0.62458,svhn
-0.89508283,0.35469052,svhn
-0.6609677,-0.030972008,svhn
0.5679688,2.088487,svhn
-1.8007982,-0.85705334,svhn
-0.07676309,-1.315129,svhn
-0.112623155,-1.1823659,svhn
-0.49915504,1.4970946,svhn
-1.4430945,-0.65946555,svhn
-0.5462513,0.84893376,svhn
0.18152505,0.67748404,svhn
1.0426078,0.9881096,svhn
-0.14665848,-0.272016,svhn
-0.83807534,0.63695,svhn
0.1401326,-2.2533772,svhn
-1.2209412,-0.66697997,svhn
0.5779111,-1.8586733,svhn
0.04131639,1.4771482,svhn
-0.35013616,0.43665716,svhn
0.09644967,1.4384481,svhn
-1.2493973,0.33448845,svhn
0.3549196,0.7616867,svhn
-3.011671,0.045784157,svhn
-0.4261902,-0.23838443,svhn
1.0944514,-2.7096624,svhn
2.7435722,-0.7143799,svhn
-0.10579687,1.743946,svhn
-0.5215247,0.4855323,svhn
0.3105374,0.9545636,svhn
-0.35441864,-0.6382837,svhn
0.5288815,0.015584316,svhn
-0.71448606,-1.1960441,svhn
-1.8545485,-2.0556154,svhn
-0.5310316,1.1661814,svhn
-2.0519788,-0.3350083,svhn
-0.09360522,-0.5067562,svhn
-0.586636,-0.698567,svhn
-0.02897185,-0.7888021,svhn
-0.60939276,1.5372581,svhn
0.12190133,-0.18805444,svhn
-1.7241647,-0.08397773,svhn
-1.4402266,-0.6169648,svhn
0.26287216,-0.61709714,svhn
-0.93952984,0.8271805,svhn
-1.4384844,-1.4584935,svhn
-1.4227206,-1.0767901,svhn
0.08251053,1.1431122,svhn
0.1458816,-0.16078845,svhn
-1.1699735,-0.8029424,svhn
0.7749507,1.2729806,svhn
-0.34107882,-0.55565137,svhn
-0.16435844,-1.6580312,svhn
-0.44294947,-1.107352,svhn
2.3826723,-1.4730122,svhn
0.9807003,1.9226409,svhn
-2.8305824,1.0194799,svhn
1.2958052,0.26927567,svhn
-0.07966024,-0.6523301,svhn
-1.9510348,0.87090456,svhn
0.0328964,0.40799764,svhn
-0.6845137,-0.114011735,svhn
0.93415254,-0.7070991,svhn
-1.7344359,-0.62517476,svhn
-0.5352211,-0.24927291,svhn
-1.0196993,1.5115024,svhn
-1.1883038,-0.030009542,svhn
0.40679067,-2.7456203,svhn
-2.0020015,-2.223093,svhn
-0.24010211,0.22196594,svhn
-0.7309439,-2.385818,svhn
-1.2201842,-0.5265413,svhn
0.5155056,-0.4278119,svhn
0.15639752,0.40591854,svhn
-1.2602859,-1.3696549,svhn
-0.53806067,-1.0580806,svhn
0.2606104,0.68913937,svhn
0.7821476,-0.095565945,svhn
0.018808901,1.0611672,svhn
-0.8017041,-1.9270825,svhn
2.9581761,-0.6895776,svhn
2.1129684,0.4683232,svhn
-0.2906118,2.0858376,svhn
0.4140913,-2.2411346,svhn
-0.19405717,0.7164327,svhn
0.03731835,-2.0839875,svhn
-1.6506615,-0.069773495,svhn
-0.06896883,2.3056448,svhn
0.8893904,0.045390155,svhn
1.3831995,-1.8639436,svhn
1.7254736,-1.5159789,svhn
-0.265513,-0.93435496,svhn
0.39693695,1.831398,svhn
-1.0056685,0.8986891,svhn
-0.25265068,-0.90056163,svhn
-0.8459455,-0.07116148,svhn
-1.3168726,0.26667872,svhn
-2.6337845,-1.3679271,svhn
-1.5006442,-0.98382366,svhn
-0.5686003,0.018532898,svhn
-0.69314075,-0.14284125,svhn
-1.164761,-1.3455443,svhn
-0.19302082,-0.56738305,svhn
0.15017098,1.6141291,svhn
-1.1172425,1.4773834,svhn
-1.1921134,-0.5514264,svhn
-1.3505694,-0.40739784,svhn
1.4865916,0.27387053,svhn
0.7084245,0.31661505,svhn
-0.22829944,-0.81090486,svhn
-0.96267176,-2.097726,svhn
-0.4761872,0.36751178,svhn
-0.43367773,1.4234607,svhn
1.282562,0.1800957,svhn
0.14177567,1.5905614,svhn
-0.72635543,0.38077912,svhn
0.5948388,-1.0581223,svhn
1.4659986,-0.2463499,svhn
-1.8513534,1.1212764,svhn
0.061157763,-2.272909,svhn
-0.24721664,-2.0721714,svhn
-0.606903,0.2842462,svhn
-0.52116984,0.5694554,svhn
1.6270785,-0.3599598,svhn
-0.27071083,0.19684699,svhn
-0.6674446,1.9628028,svhn
1.1410935,-0.7586776,svhn
-0.67317396,-0.66371316,svhn
-1.1056397,-2.30388,svhn
-1.0035155,-0.5419009,svhn
0.85586363,0.44255495,svhn
-0.46167684,1.0692356,svhn
-1.471498,-2.0022423,svhn
-0.7568393,-1.308825,svhn
0.28441292,0.92583275,svhn
-1.3022661,-0.23585197,svhn
-0.8746388,-0.7786609,svhn
-0.5488168,1.1520294,svhn
-1.310211,-0.69886214,svhn
0.072618425,0.62114793,svhn
-1.6512725,0.6569237,svhn
-1.5118699,-0.37862113,svhn
-1.3092768,-2.0804756,svhn
1.7155263,1.6551045,svhn
-0.32981896,1.0785111,svhn
-1.2284186,0.53031564,svhn
-0.65807295,1.0290434,svhn
-0.17708987,0.17366423,svhn
0.09870356,-1.7430991,svhn
-0.50555474,-1.8842773,svhn
-1.5126656,0.115577966,svhn
-0.21445721,1.8860915,svhn
-0.31922382,-1.2908132,svhn
-0.037088454,0.20357057,svhn
1.4486065,0.99313855,svhn
0.48537463,-2.6707418,svhn
0.008660138,0.06297395,svhn
-0.18473661,-0.084197015,svhn
-0.032850027,1.4538041,svhn
1.0362048,-1.0801882,svhn
1.8555152,-0.84373367,svhn
-0.98436064,-1.5886552,svhn
-0.9923622,0.110535294,svhn
-0.8746886,-0.2951257,svhn
-1.5282314,-0.5688192,svhn
-0.109410465,-2.2026927,svhn
1.0119264,-1.8963981,svhn
-0.5708958,-0.38842884,svhn
1.712908,1.1497505,svhn
-0.64205843,-0.92211086,svhn
-0.93128824,-1.0124279,svhn
-0.4893698,-0.5788267,svhn
0.3998137,-0.27912524,svhn
0.42552966,-1.5352781,svhn
-2.0384214,-0.6965342,svhn
-0.26437402,1.3667648,svhn
-1.344508,-0.99775183,svhn
-0.593678,1.3962255,svhn
-0.21438777,-0.119286746,svhn
1.6155798,-1.1821954,svhn
-0.14803648,0.78929573,svhn
1.1370707,-1.9575636,svhn
-1.2214999,-2.5496113,svhn
-1.1035539,-1.1205441,svhn
-0.54256237,-0.74862266,svhn
0.5636143,-0.88931906,svhn
-0.27119988,0.203693,svhn
0.36232895,-0.6285511,svhn
-0.36306202,-1.2633088,svhn
0.19026333,1.2390962,svhn
0.34044975,0.38115096,svhn
-0.88580227,0.8197334,svhn
-0.11075634,-1.4911308,svhn
-0.27742964,0.06262204,svhn
-1.0092193,0.06743905,svhn
-0.84610426,-0.053583477,svhn
-0.76849294,0.66336656,svhn
-0.7912939,0.724071,svhn
-0.70760053,0.0876109,svhn
-1.6106595,-0.40539566,svhn
-0.37873578,1.6730655,svhn
0.46929747,-0.029401768,svhn
-0.08169693,-0.83635473,svhn
1.1127932,-1.1934237,svhn
0.6968686,1.4726899,svhn
-1.468746,-0.9193449,svhn
0.06326145,0.50349647,svhn
